Wall time,Step,Value
1624449122.835961,100,0.014666350558400154
1624449222.424012,200,0.015999700874090195
1624449322.05714,300,0.017333049327135086
1624449421.564883,400,0.018666399642825127
1624449521.866862,500,0.019999749958515167
1624449621.346928,600,0.021333100274205208
1624449720.82771,700,0.02266645058989525
1624449820.299362,800,0.02399979904294014
1624449919.778754,900,0.02533315122127533
1624450019.273158,1000,0.02666649967432022
1624450119.424168,1100,0.02799984999001026
1624450218.942573,1200,0.029333200305700302
1624450318.4593,1300,0.030666550621390343
1624450417.938022,1400,0.03199990093708038
1624450517.434647,1500,0.033333249390125275
1624450616.922744,1600,0.034666597843170166
1624450716.615536,1700,0.035999950021505356
1624450817.094011,1800,0.037333302199840546
1624450918.200888,1900,0.03866665065288544
1624451018.284549,2000,0.03999999910593033
1624451118.293494,2100,0.0399981364607811
1624451217.720978,2200,0.03999253734946251
1624451317.251943,2300,0.03998320922255516
1624451416.718049,2400,0.03997015208005905
1624451516.114469,2500,0.03995337337255478
1624451615.616061,2600,0.039932869374752045
1624451715.618028,2700,0.039908647537231445
1624451815.08521,2800,0.03988071531057358
1624451914.461084,2900,0.039849065244197845
1624452013.865738,3000,0.03981371968984604
1624452113.697568,3100,0.03977467119693756
1624452212.983481,3200,0.039731938391923904
1624452313.124417,3300,0.03968552127480507
1624452412.582209,3400,0.03963543474674225
1624452512.021742,3500,0.03958167880773544
1624452611.392502,3600,0.039524275809526443
1624452710.865343,3700,0.03946322947740555
1624452810.195259,3800,0.039398547261953354
1624452909.56301,3900,0.03933024778962135
1624453009.075279,4000,0.03925834596157074
1624453108.866545,4100,0.03918284922838211
1624453208.333893,4200,0.03910376876592636
1624453307.777499,4300,0.03902112692594528
1624453407.226247,4400,0.03893493860960007
1624453506.772164,4500,0.03884521871805191
1624453606.135808,4600,0.03875197842717171
1624453705.61267,4700,0.03865524381399155
1624453805.086069,4800,0.038555026054382324
1624453906.370119,4900,0.03845134750008583
1624454006.601582,5000,0.03834422677755356
1624454106.888447,5100,0.0382336787879467
1624454207.83842,5200,0.038119733333587646
1624454307.324587,5300,0.03800240904092789
1624454406.841702,5400,0.037881724536418915
1624454506.419616,5500,0.03775770217180252
1624454605.80606,5600,0.03763037174940109
1624454705.31041,5700,0.037499748170375824
1624454804.819049,5800,0.037365857511758804
1624454904.298224,5900,0.03722872957587242
1624455003.86174,6000,0.037088386714458466
