Wall time,Step,Value
1624449122.83544,100,0.6176174283027649
1624449222.423147,200,0.48360395431518555
1624449322.056576,300,0.4588983356952667
1624449421.56436,400,0.4562590718269348
1624449521.865971,500,0.46041440963745117
1624449621.346222,600,0.41927286982536316
1624449720.827185,700,0.36950987577438354
1624449820.298376,800,0.3842609226703644
1624449919.778234,900,0.39317524433135986
1624450019.272608,1000,0.3853774964809418
1624450119.42342,1100,0.38142240047454834
1624450218.942012,1200,0.40078485012054443
1624450318.458779,1300,0.3841174244880676
1624450417.936943,1400,0.3987202048301697
1624450517.434108,1500,0.3507920503616333
1624450616.921812,1600,0.350930392742157
1624450716.614677,1700,0.3184320628643036
1624450817.093425,1800,0.3584086298942566
1624450918.200366,1900,0.36567482352256775
1624451018.283702,2000,0.35460203886032104
1624451118.292786,2100,0.3345485329627991
1624451217.720414,2200,0.32653576135635376
1624451317.251045,2300,0.3268219530582428
1624451416.717526,2400,0.30356037616729736
1624451516.113928,2500,0.310774564743042
1624451615.615351,2600,0.3122856318950653
1624451715.617199,2700,0.3030169904232025
1624451815.084644,2800,0.3145925998687744
1624451914.460339,2900,0.347182959318161
1624452013.865171,3000,0.2996828854084015
1624452113.697074,3100,0.26124244928359985
1624452212.982718,3200,0.26450809836387634
1624452313.123895,3300,0.2757820188999176
1624452412.581653,3400,0.27512720227241516
1624452512.020972,3500,0.2717510461807251
1624452611.39198,3600,0.2555655241012573
1624452710.864813,3700,0.2583521604537964
1624452810.194226,3800,0.2529556453227997
1624452909.562448,3900,0.24075300991535187
1624453009.074733,4000,0.27172619104385376
1624453108.865761,4100,0.24237015843391418
1624453208.333371,4200,0.2393941879272461
1624453307.776985,4300,0.24521420896053314
1624453407.225208,4400,0.25274065136909485
1624453506.771637,4500,0.23465481400489807
1624453606.13528,4600,0.23092007637023926
1624453705.611902,4700,0.22543863952159882
1624453805.085548,4800,0.23866590857505798
1624453906.369633,4900,0.23601678013801575
1624454006.600824,5000,0.21722812950611115
1624454106.887918,5100,0.2658216655254364
1624454207.837878,5200,0.24024948477745056
1624454307.323671,5300,0.2174266129732132
1624454406.841174,5400,0.22013550996780396
1624454506.419065,5500,0.22164292633533478
1624454605.805321,5600,0.2115831822156906
1624454705.30989,5700,0.21839265525341034
1624454804.818509,5800,0.2627684772014618
1624454904.297458,5900,0.2263507843017578
1624455003.861217,6000,0.20792962610721588
1624455103.659666,6100,0.2025947868824005
1624455203.097291,6200,0.20600678026676178
1624455302.590818,6300,0.2007799595594406
1624455402.04726,6400,0.1944105476140976
1624455501.596921,6500,0.16380926966667175
1624455601.059373,6600,0.20205913484096527
1624455700.439093,6700,0.1965433955192566
1624455799.965736,6800,0.21374371647834778
1624455899.397708,6900,0.2036833018064499
1624455998.98065,7000,0.1900019645690918
1624456098.819789,7100,0.2155485898256302
1624456199.015551,7200,0.21033519506454468
1624456298.436664,7300,0.17090652883052826
1624456398.127538,7400,0.17442548274993896
1624456497.750014,7500,0.18070222437381744
1624456597.206487,7600,0.182302325963974
1624456696.772089,7700,0.18172116577625275
1624456798.301299,7800,0.18259751796722412
1624456897.822575,7900,0.18978102505207062
1624456997.365921,8000,0.1902456134557724
1624457097.20234,8100,0.16432225704193115
1624457196.774196,8200,0.17467805743217468
1624457296.260771,8300,0.17268291115760803
1624457395.903384,8400,0.1644834578037262
1624457495.371161,8500,0.16088974475860596
1624457594.886989,8600,0.1766025573015213
1624457694.374892,8700,0.18895979225635529
1624457793.840376,8800,0.1811722069978714
1624457893.389013,8900,0.15642203390598297
1624457993.707044,9000,0.1645096242427826
1624458094.130085,9100,0.17379796504974365
1624458193.563886,9200,0.16137614846229553
1624458293.143423,9300,0.15938416123390198
1624458392.67793,9400,0.1430453211069107
1624458492.676045,9500,0.15444734692573547
1624458592.714559,9600,0.1323084533214569
1624458692.202565,9700,0.16088250279426575
1624458791.634875,9800,0.1425052136182785
1624458891.139849,9900,0.13847152888774872
1624458990.648266,10000,0.13117095828056335
1624459091.764074,10100,0.14460904896259308
1624459193.257682,10200,0.13948138058185577
1624459292.862405,10300,0.1422966867685318
1624459392.555423,10400,0.14304164052009583
1624459493.396354,10500,0.21223469078540802
1624459592.879752,10600,0.19629403948783875
1624459692.334283,10700,0.16912007331848145
1624459791.844598,10800,0.19008710980415344
1624459891.382726,10900,0.1459336280822754
1624459990.902124,11000,0.15411275625228882
1624460090.770599,11100,0.13126614689826965
1624460190.276615,11200,0.15141193568706512
1624460289.751543,11300,0.135675847530365
1624460389.240164,11400,0.14269745349884033
1624460488.67624,11500,0.1332494020462036
1624460588.217701,11600,0.13066688179969788
1624460687.638385,11700,0.1340760737657547
1624460787.146448,11800,0.13894039392471313
1624460886.613434,11900,0.1277560293674469
1624460986.04194,12000,0.12810847163200378
1624461085.906684,12100,0.13119783997535706
1624461185.421324,12200,0.13052287697792053
1624461284.931894,12300,0.12935830652713776
1624461384.501395,12400,0.1311604380607605
1624461484.072302,12500,0.12995417416095734
1624461583.435263,12600,0.12153030931949615
1624461683.204149,12700,0.11671621352434158
1624461783.528803,12800,0.14879995584487915
1624461883.047388,12900,0.12530101835727692
1624461982.670044,13000,0.11616430431604385
1624462082.700467,13100,0.11934293806552887
1624462182.333057,13200,0.12302858382463455
1624462281.88521,13300,0.12282315641641617
1624462381.526685,13400,0.11077576130628586
1624462481.136798,13500,0.11335831880569458
1624462580.735018,13600,0.11469726264476776
1624462680.369286,13700,0.10930315405130386
1624462780.176641,13800,0.11550556123256683
1624462879.820038,13900,0.11698037385940552
1624462979.525678,14000,0.12035474926233292
1624463079.414625,14100,0.11612940579652786
1624463179.046286,14200,0.10891647636890411
1624463278.647897,14300,0.19092506170272827
1624463378.152007,14400,0.14560361206531525
1624463477.755287,14500,0.12789268791675568
1624463577.380866,14600,0.12083014845848083
1624463676.98413,14700,0.11048005521297455
1624463776.624397,14800,0.11359277367591858
1624463876.156994,14900,0.1259399801492691
1624463975.787192,15000,0.11828812211751938
1624464076.093851,15100,0.1082616001367569
1624464175.952506,15200,0.10602287948131561
1624464275.675878,15300,0.10619468241930008
1624464375.363726,15400,0.10048048198223114
1624464474.982256,15500,0.11851205676794052
1624464574.92825,15600,0.11537348479032516
1624464674.915574,15700,0.10590242594480515
1624464774.526678,15800,0.11103378981351852
1624464874.137822,15900,0.0951293557882309
1624464973.810984,16000,0.09693223237991333
1624465073.901528,16100,0.12414976954460144
1624465173.62431,16200,0.09801336377859116
1624465273.24389,16300,0.0880715399980545
1624465372.796987,16400,0.09492148458957672
1624465472.479313,16500,0.08871155977249146
1624465572.080321,16600,0.1066192239522934
1624465671.666182,16700,0.09765399992465973
1624465772.011224,16800,0.09796354174613953
1624465871.581229,16900,0.09617527574300766
1624465971.188378,17000,0.09621194750070572
1624466071.247683,17100,0.08764517307281494
1624466170.877842,17200,0.09635552763938904
1624466270.491195,17300,0.10212701559066772
1624466370.080497,17400,0.08690143376588821
1624466469.622451,17500,0.09375552088022232
1624466569.188922,17600,0.0916551873087883
1624466668.709309,17700,0.07956641912460327
1624466768.314307,17800,0.09447725117206573
1624466867.746392,17900,0.0860457792878151
1624466968.520927,18000,0.08721514791250229
1624467068.56446,18100,0.09283308684825897
1624467168.100508,18200,0.10172563791275024
1624467267.653456,18300,0.08310440182685852
1624467367.293365,18400,0.08833722025156021
1624467467.325661,18500,0.08133520931005478
1624467567.777564,18600,0.08177770674228668
1624467667.449112,18700,0.08245344460010529
1624467767.034526,18800,0.08745495975017548
1624467866.584801,18900,0.09808842092752457
1624467966.080345,19000,0.08058889210224152
1624468065.968106,19100,0.08359469473361969
1624468165.519121,19200,0.0780671164393425
1624468265.083306,19300,0.08148454874753952
1624468364.646048,19400,0.08746212720870972
1624468464.286249,19500,0.0908709317445755
1624468563.946278,19600,0.0830974206328392
1624468663.793861,19700,0.0853300616145134
1624468763.323261,19800,0.07461367547512054
1624468862.806033,19900,0.07638256996870041
1624468962.340234,20000,0.08176040649414062
1624469062.169947,20100,0.07061495631933212
1624469161.660741,20200,0.08370695263147354
1624469261.154173,20300,0.08439989387989044
1624469360.622011,20400,0.07425375282764435
1624469460.215044,20500,0.07310573011636734
1624469559.709584,20600,0.0795053094625473
1624469660.114073,20700,0.07403213530778885
1624469759.634566,20800,0.099306620657444
1624469859.142474,20900,0.07372001558542252
1624469958.713992,21000,0.08831401914358139
1624470058.775024,21100,0.07376136630773544
1624470158.420441,21200,0.07237526774406433
1624470258.010312,21300,0.08380238711833954
1624470357.547157,21400,0.06866681575775146
1624470457.08505,21500,0.07117440551519394
1624470556.561971,21600,0.07686203718185425
1624470655.987173,21700,0.07614084333181381
1624470755.491916,21800,0.07470409572124481
1624470855.042528,21900,0.07634139060974121
1624470954.617793,22000,0.07127068936824799
1624471054.666367,22100,0.06872398406267166
1624471154.219577,22200,0.07042095065116882
1624471253.724094,22300,0.08051876723766327
1624471353.320206,22400,0.06774689257144928
1624471452.905979,22500,0.06627119332551956
1624471552.460017,22600,0.06593748927116394
1624471651.966612,22700,0.06814521551132202
1624471751.428403,22800,0.06765192747116089
1624471850.912004,22900,0.07191534340381622
1624471950.485988,23000,0.08185938745737076
1624472050.285374,23100,0.07283993810415268
1624472149.785562,23200,0.07118643075227737
1624472249.159131,23300,0.06981012970209122
1624472348.634524,23400,0.06910694390535355
1624472448.225876,23500,0.07006852328777313
