Wall time,Step,Value
1624449122.834936,100,0.2575216591358185
1624449222.42261,200,0.25528085231781006
1624449322.056055,300,0.25288084149360657
1624449421.563851,400,0.25039973855018616
1624449521.865476,500,0.24774020910263062
1624449621.345712,600,0.24499206244945526
1624449720.826684,700,0.24213632941246033
1624449820.297893,800,0.23907707631587982
1624449919.777737,900,0.23624774813652039
1624450019.272078,1000,0.23374086618423462
1624450119.422918,1100,0.23048275709152222
1624450218.941497,1200,0.22706608474254608
1624450318.458279,1300,0.22438780963420868
1624450417.936423,1400,0.2210080474615097
1624450517.433577,1500,0.2173597663640976
1624450616.921316,1600,0.21364745497703552
1624450716.614171,1700,0.20977768301963806
1624450817.092893,1800,0.20682364702224731
1624450918.199476,1900,0.20439188182353973
1624451018.283205,2000,0.20139619708061218
1624451118.292287,2100,0.1995517462491989
1624451217.719879,2200,0.19676700234413147
1624451317.250543,2300,0.192982017993927
1624451416.717026,2400,0.18937237560749054
1624451516.113411,2500,0.18540489673614502
1624451615.614886,2600,0.18189489841461182
1624451715.616702,2700,0.1796056628227234
1624451815.08412,2800,0.1769750863313675
1624451914.459811,2900,0.1749081164598465
1624452013.864651,3000,0.17253312468528748
1624452113.696604,3100,0.16880911588668823
1624452212.98222,3200,0.1653597205877304
1624452313.123394,3300,0.16178667545318604
1624452412.581136,3400,0.15838997066020966
1624452512.020475,3500,0.1581100970506668
1624452611.391475,3600,0.15619969367980957
1624452710.864319,3700,0.15332910418510437
1624452810.193727,3800,0.15059927105903625
1624452909.561927,3900,0.1485508531332016
1624453009.07421,4000,0.14863793551921844
1624453108.865262,4100,0.14666081964969635
1624453208.332872,4200,0.14405067265033722
1624453307.776495,4300,0.14111469686031342
1624453407.22471,4400,0.13841550052165985
1624453506.771136,4500,0.13579419255256653
1624453606.134765,4600,0.1335722804069519
1624453705.611382,4700,0.13215607404708862
1624453805.08505,4800,0.13210414350032806
1624453906.3691,4900,0.13063138723373413
1624454006.600284,5000,0.12838409841060638
1624454106.887069,5100,0.1261461079120636
1624454207.837359,5200,0.12428609281778336
1624454307.323171,5300,0.12229224294424057
1624454406.840677,5400,0.12059169262647629
1624454506.418538,5500,0.1198832243680954
1624454605.804807,5600,0.11898770183324814
1624454705.309393,5700,0.11892775446176529
1624454804.817992,5800,0.117673359811306
1624454904.29693,5900,0.11765481531620026
1624455003.860719,6000,0.11580505967140198
1624455103.659164,6100,0.11394200474023819
1624455203.096778,6200,0.11209852248430252
1624455302.590353,6300,0.11018234491348267
1624455402.046763,6400,0.1087990552186966
1624455501.596401,6500,0.10685385763645172
1624455601.058873,6600,0.10585755109786987
1624455700.438578,6700,0.10565053671598434
1624455799.965225,6800,0.10426227748394012
1624455899.397203,6900,0.10284582525491714
1624455998.98009,7000,0.10136952251195908
1624456098.819274,7100,0.10198632627725601
1624456199.015031,7200,0.10085176676511765
1624456298.436161,7300,0.09999524056911469
1624456398.127015,7400,0.09862948209047318
1624456497.749504,7500,0.09717566519975662
1624456597.205955,7600,0.09612318873405457
1624456696.771616,7700,0.09526396542787552
1624456798.300776,7800,0.09509195387363434
1624456897.822052,7900,0.09597786515951157
1624456997.365423,8000,0.09579389542341232
1624457097.201838,8100,0.09447284787893295
1624457196.773667,8200,0.09342119097709656
1624457296.260296,8300,0.09225253760814667
1624457395.902866,8400,0.09117882698774338
1624457495.370661,8500,0.0898829996585846
1624457594.886475,8600,0.09172071516513824
1624457694.374392,8700,0.09110422432422638
1624457793.839856,8800,0.09032457321882248
1624457893.388514,8900,0.08904456347227097
1624457993.706517,9000,0.08795728534460068
1624458094.129599,9100,0.08682119846343994
1624458193.563341,9200,0.08580135554075241
1624458293.142921,9300,0.08479555696249008
1624458392.677406,9400,0.08357948809862137
1624458492.675559,9500,0.0824127048254013
1624458592.714057,9600,0.08128497004508972
1624458692.202045,9700,0.08033430576324463
1624458791.634352,9800,0.0795011892914772
1624458891.139335,9900,0.07871687412261963
1624458990.647757,10000,0.07774397730827332
1624459091.763554,10100,0.07681359350681305
1624459193.257184,10200,0.07592564821243286
1624459292.861907,10300,0.07499115914106369
1624459392.554891,10400,0.07415580749511719
1624459493.395847,10500,0.077680304646492
1624459592.879233,10600,0.07893110066652298
1624459692.333786,10700,0.0789111852645874
1624459791.844079,10800,0.07969368994235992
1624459891.382114,10900,0.07939615100622177
1624459990.901623,11000,0.07910150289535522
1624460090.769941,11100,0.07849973440170288
1624460190.276117,11200,0.07773668318986893
1624460289.751046,11300,0.07679938524961472
1624460389.239662,11400,0.07589870691299438
1624460488.675738,11500,0.07507132738828659
1624460588.217204,11600,0.07420045882463455
1624460687.637867,11700,0.07337496429681778
1624460787.145946,11800,0.07258967310190201
1624460886.612907,11900,0.0717792809009552
1624460986.041285,12000,0.07102345675230026
1624461085.906189,12100,0.07026450335979462
1624461185.420799,12200,0.06950968503952026
1624461284.931389,12300,0.06881369650363922
1624461384.50089,12400,0.06812014430761337
1624461484.071777,12500,0.0674649029970169
1624461583.434757,12600,0.06691879034042358
1624461683.203581,12700,0.06628382205963135
1624461783.528307,12800,0.06560798734426498
1624461883.046872,12900,0.06497927755117416
1624461982.669538,13000,0.06437324732542038
1624462082.699962,13100,0.06379002332687378
1624462182.332587,13200,0.06327056139707565
1624462281.884712,13300,0.06273891776800156
1624462381.526168,13400,0.06231606751680374
1624462481.13633,13500,0.061923034489154816
1624462580.734498,13600,0.06143653392791748
1624462680.368639,13700,0.061149779707193375
1624462780.176142,13800,0.0608760304749012
1624462879.819532,13900,0.06042505428195
1624462979.525158,14000,0.05990569293498993
1624463079.414126,14100,0.05944298580288887
1624463179.04577,14200,0.05897142365574837
1624463278.647393,14300,0.058735135942697525
1624463378.151493,14400,0.06021195650100708
1624463477.754797,14500,0.060415320098400116
1624463577.380396,14600,0.060219671577215195
1624463676.983593,14700,0.05981697887182236
1624463776.623892,14800,0.059566229581832886
1624463876.15651,14900,0.05919256433844566
1624463975.786675,15000,0.058792777359485626
1624464076.093348,15100,0.058387670665979385
1624464175.951977,15200,0.057972539216279984
1624464275.675373,15300,0.05759238824248314
1624464375.363224,15400,0.057178396731615067
1624464474.981759,15500,0.05677376687526703
1624464574.927722,15600,0.05637139827013016
1624464674.915045,15700,0.05599146708846092
1624464774.526177,15800,0.05560706555843353
1624464874.137325,15900,0.0552402138710022
1624464973.810498,16000,0.054874639958143234
1624465073.90103,16100,0.054509036242961884
1624465173.623775,16200,0.05415025353431702
1624465273.243391,16300,0.05380598455667496
1624465372.796486,16400,0.053465623408555984
1624465472.47882,16500,0.05314956605434418
1624465572.079784,16600,0.05282845348119736
1624465671.665679,16700,0.052516136318445206
1624465772.010691,16800,0.05221905559301376
1624465871.580721,16900,0.052091702818870544
1624465971.187883,17000,0.051833465695381165
1624466071.247185,17100,0.05154998600482941
1624466170.877121,17200,0.051285699009895325
1624466270.490698,17300,0.05103304982185364
1624466370.080001,17400,0.05075749009847641
1624466469.621943,17500,0.05048694461584091
1624466569.188416,17600,0.05023626610636711
1624466668.708812,17700,0.04998235031962395
1624466768.313819,17800,0.04973096027970314
1624466867.745891,17900,0.049492351710796356
1624466968.520422,18000,0.04925593361258507
1624467068.563956,18100,0.049028754234313965
1624467168.09971,18200,0.0488060899078846
1624467267.652935,18300,0.04859039932489395
1624467367.292842,18400,0.04843319579958916
1624467467.325161,18500,0.04827110841870308
1624467567.777033,18600,0.048071715980768204
1624467667.448603,18700,0.04787024110555649
1624467767.034001,18800,0.04767666384577751
1624467866.5843,18900,0.047491878271102905
1624467966.07982,19000,0.04731017351150513
1624468065.967628,19100,0.047130197286605835
1624468165.518627,19200,0.046959325671195984
1624468265.082807,19300,0.0467928871512413
1624468364.645552,19400,0.04663700610399246
1624468464.285744,19500,0.046479612588882446
1624468563.945814,19600,0.04632747545838356
1624468663.793325,19700,0.04618026688694954
1624468763.322758,19800,0.046045903116464615
1624468862.805512,19900,0.045906584709882736
1624468962.339708,20000,0.04577401652932167
1624469062.169447,20100,0.04564964398741722
1624469161.660248,20200,0.04552470147609711
1624469261.153677,20300,0.04540511593222618
1624469360.621546,20400,0.045290105044841766
1624469460.214582,20500,0.0451803021132946
1624469559.709082,20600,0.04507353529334068
1624469660.113527,20700,0.044971197843551636
1624469759.634069,20800,0.04487169533967972
1624469859.142011,20900,0.04477926343679428
1624469958.713504,21000,0.044689010828733444
1624470058.774522,21100,0.04460407793521881
1624470158.419942,21200,0.044522155076265335
1624470258.009814,21300,0.04444390535354614
1624470357.546632,21400,0.04436887428164482
1624470457.084528,21500,0.044297296553850174
1624470556.561462,21600,0.044230926781892776
1624470655.986673,21700,0.04416751116514206
1624470755.491442,21800,0.044107161462306976
1624470855.042007,21900,0.04405077174305916
1624470954.617292,22000,0.04399774596095085
1624471054.665872,22100,0.043947432190179825
1624471154.219114,22200,0.0439007543027401
1624471253.723586,22300,0.04385686665773392
1624471353.31968,22400,0.04381593316793442
1624471452.90546,22500,0.043778110295534134
1624471552.459493,22600,0.043742917478084564
1624471651.966117,22700,0.0437101386487484
1624471751.427859,22800,0.04367990791797638
1624471850.911469,22900,0.04365263879299164
1624471950.485475,23000,0.043627604842185974
1624472050.284873,23100,0.04360506683588028
1624472149.785068,23200,0.04358457401394844
1624472249.158633,23300,0.043565984815359116
1624472348.634004,23400,0.04354924336075783
1624472448.225316,23500,0.04353507235646248
1624472547.706038,23600,0.0435221865773201
1624472647.18773,23700,0.04351116716861725
1624472746.667335,23800,0.04350154101848602
1624472846.077086,23900,0.04349350929260254
1624472945.760259,24000,0.04348675534129143
1624473046.82798,24100,0.043481018394231796
1624473146.319864,24200,0.04347661882638931
1624473245.75138,24300,0.043473053723573685
1624473345.314554,24400,0.04347042739391327
1624473450.304979,24500,0.04346858710050583
1624473549.581596,24600,0.04346730187535286
1624473649.094329,24700,0.04346650466322899
1624473748.482706,24800,0.043466079980134964
1624473847.922023,24900,0.04346591606736183
1624473947.268924,25000,0.04346589371562004
